candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Greg Edwards,edwardsforpa,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,25.43,No,Nonwhite,No,No,No,No,No,No,,,,,,Yes,,Yes,Yes,,Yes,,No,True,4,21,8,0,1,0,2,4,0,0,4,0,0,0,0,2,10,296,0.14189189189189189,0.14864864864864866,0.7094594594594594,3.135135135135135
John Morganelli,johnmorganelli,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,30.15,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rick Daugherty,Daugherty2016,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,3.8599999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.13333333333333333,0.0,0.8666666666666667,3.466666666666667
Roger Ruggles,rugglesforPA7,,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,5.4099998,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,No,True,0,1,10,0,0,0,6,4,0,0,0,0,0,0,0,0,5,73,0.3561643835616438,0.2191780821917808,0.4246575342465753,2.136986301369863
Susan Wild,wildforcongress,RepSusanWild,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,0.07,33.450001,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,No,True,1,5,42,3,5,2,18,24,7,0,7,3,3,4,5,3,13,487,0.15605749486652978,0.13552361396303902,0.7084188911704312,3.1047227926078027
Denny Wolff,DennyforPA,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-32.029999,40.549999,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Gary Wegman,DrGaryWegman,GWforCongress,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,31.290001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,56,0.23214285714285715,0.14285714285714285,0.625,2.7857142857142856
Laura Quick,electlauraquick,,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,28.16,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,14,98,2,3,1,58,63,11,1,3,1,1,1,1,6,76,510,0.2549019607843137,0.26862745098039215,0.4764705882352941,2.443137254901961
James Smith Jr.,JamesSmithSC,JamesSmithforSC,SC,Governor of South Carolina,Governor,Regular,6/12/18,Advanced,None,On the Ballot,-15.85,61.810001,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,,Yes,,,,Yes,,True,3,22,54,9,0,0,50,61,2,0,26,4,4,4,2,9,5,1483,0.1112609575185435,0.11193526635198921,0.7768037761294673,3.3310856372218476
Marguerite Willis,WillisGov,Marg_Willis,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,27.549999,No,White,No,No,No,Yes,No,No,,,,,,,,,,,,,,True,0,16,12,0,2,0,17,8,2,1,7,4,4,4,0,1,57,1140,0.18596491228070175,0.18859649122807018,0.625438596491228,2.8789473684210525
Phil Noble,Charleston,,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,10.64,No,White,No,No,No,No,Yes,Yes,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joe Cunningham,JoeCunninghamSC,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-16.879998999999998,71.5,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,10,8,0,4,0,3,8,10,1,7,2,2,3,0,4,37,737,0.17503392130257803,0.14789687924016282,0.6770691994572592,3.004070556309362
Toby Smith,TobySensus,,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Lost,None,None,-16.879998999999998,28.5,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Annabelle Robertson,Annabelle4SC,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Lost,None,-20.73,41.810001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,True,2,21,33,9,6,0,6,21,16,4,1,3,3,3,2,4,112,1545,0.2919093851132686,0.2168284789644013,0.4912621359223301,2.398705501618123
Phil Black,,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Lost,None,None,-20.73,18.370001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,-1,-1,-1,-1
Sean Carrigan,VoteCarrigan,,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-20.73,39.82,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,21,22,10,14,8,27,31,11,0,9,4,4,4,11,10,64,782,0.2928388746803069,0.18030690537084398,0.5268542199488491,2.4680306905370846
Hosea Cleveland,ClevelandHosea,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Lost,None,None,-38.68,30.27,No,Nonwhite,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,11,6,3,2,3,8,5,3,0,4,3,3,4,2,3,38,304,0.2565789473684211,0.25,0.4934210526315789,2.473684210526316
Mary Geren,MaryGeren,,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-38.68,69.730003,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,True,1,25,43,0,6,0,39,26,11,0,7,3,3,3,1,6,18,541,0.20517560073937152,0.14417744916820702,0.6506469500924215,2.8909426987061
Brandon Brown,brown_congress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-28.309999,28.469999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Doris Lee Turner,VoteLeeTurner,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,-28.309999,29.459999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,True,2,47,29,8,11,20,9,21,14,2,2,0,0,3,5,8,200,1326,0.17345399698340874,0.2549019607843137,0.5716440422322775,2.7963800904977374
Eric Graben,,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,25.719999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,-1,-1,-1,-1
J.T. Davis,JTDforCongress,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,7.219999799999999,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,23,10,0,5,0,2,4,1,0,1,0,0,0,0,0,28,203,0.13793103448275862,0.2660098522167488,0.5960591133004927,2.916256157635468
Will Morin III,wmorin,,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,9.130000099999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,39,40,0,9,9,9,35,11,1,44,9,9,10,5,6,152,963,0.30218068535825543,0.22637590861889928,0.4714434060228453,2.3385254413291796
Archie Parnell,archie4congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-19.280001,59.959999,Yes,White,No,No,No,No,No,No,No,,Yes,,,,,,,,,,,True,1,12,16,0,1,1,9,17,17,0,5,1,1,1,0,4,37,444,0.21396396396396397,0.1891891891891892,0.5968468468468469,2.765765765765766
Mark Ali,CongressAli,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,13.41,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,8,11,0,6,0,1,0,2,0,0,0,0,0,0,2,1,103,0.2912621359223301,0.21359223300970873,0.49514563106796117,2.407766990291262
Sidney Moore,,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,17.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,-1,-1,-1,-1
Steve Lough,Clown4Congress,,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,9.46,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,17,38,2,2,5,3,28,3,0,0,0,0,0,0,0,7,348,0.1925287356321839,0.1896551724137931,0.617816091954023,2.8505747126436782
Bill Hopkins,BillHopkinsSC,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,17.780001000000006,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0.11904761904761904,0.16666666666666666,0.7142857142857143,3.1904761904761907
Bruce Fischer,DrBruceFischer,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,11.22,No,White,Yes,No,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mal Hyman,Mal4Congress,,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,None,-19.23,29.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,True,2,43,54,1,17,7,16,43,32,0,32,4,4,5,2,6,63,1153,0.35039028620988727,0.18473547267996532,0.46487424111014747,2.22896790980052
Robert Williams,RepRQWilliams,RobertQWilliam1,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-19.23,41.299999,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,235,0.03404255319148936,0.08936170212765958,0.8765957446808511,3.6851063829787236
Billie Sutton,billiehsutton,,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,4,0,1,0,21,6,2,0,0,0,0,0,0,1,1,284,0.15140845070422534,0.13732394366197184,0.7112676056338029,3.119718309859155
Timothy Bjorkman,TimBjorkmanSD,,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,5,28,0,2,0,5,4,10,0,1,1,1,1,0,8,7,538,0.10223048327137546,0.13197026022304834,0.7657992565055762,3.3271375464684017
Craig Fitzhugh,craigfitzhugh,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,19.42,No,White,Yes,No,Yes,Yes,No,No,,,,,,,Yes,,,Yes,,,,True,2,4,45,0,0,0,25,10,0,0,1,0,0,0,0,1,1,553,0.11573236889692586,0.11392405063291139,0.7703435804701627,3.309222423146474
Karl Dean,KarlFDean,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,75.139999,Yes,White,No,No,Yes,Yes,No,No,,,,,,,No,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mezianne Vale Payne,MeziannePayne,,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,5.4400001,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,True,0,8,18,4,12,0,3,8,2,0,0,3,3,3,4,5,38,523,0.39579349904397704,0.25047801147227533,0.35372848948374763,1.9158699808795412
Joseph Schenkenfelder,,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,4.5100002,No,,,,,No,,No,,,No,,,,No,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,-1,-1,-1,-1
Joshua Williams,Joshua4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,23.08,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,,,No,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Renee Hoyos,Hoyos4Congress,,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-38.18,72.410004,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Christopher Hale,chrisjollyhale,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,34.720001,No,White,No,No,No,No,No,Yes,,,,,,,,,,No,,,,True,0,29,34,74,41,16,21,29,12,15,5,10,10,10,15,12,224,3503,0.295175563802455,0.2834713103054525,0.4213531258920925,2.252355124179275
Mariah Phillips,Mariah4Congress,MariahNPhillips,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-41.48,47.509998,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,,True,1,21,52,2,4,1,17,36,4,2,1,1,1,2,1,5,9,1093,0.18755718206770358,0.15919487648673375,0.6532479414455626,2.9313815187557184
Steven Reynolds,Reynolds4Rep,,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,17.77,No,White,No,No,No,No,No,No,,,,,,,,,,No,,,,True,0,16,25,1,4,0,8,13,3,0,11,0,0,0,0,1,2,349,0.2722063037249284,0.2177650429799427,0.5100286532951289,2.475644699140401
Christopher Finley,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,15.06,No,,,,,No,,No,,,No,,,,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,-1,-1,-1,-1
Dawn Barlow,Barlow4Congress,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-49.110001,54.509998,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,No,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Merrilee Wineinger,MerrileeMW,MerrileeforTN,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,22.059999,No,White,No,No,No,No,No,No,,,No,,,,,,,Yes,,,,True,1,32,46,2,16,0,9,12,9,0,2,0,0,0,7,2,33,404,0.28465346534653463,0.1608910891089109,0.5544554455445545,2.5396039603960396
Peter Heffernan,,,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,8.369999900000002,No,,,,,No,,No,,,No,,,,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,-1,-1,-1,-1
Justin Kanew,Kanew,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-40.209999,62.110001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,True,2,84,219,1,27,10,15,88,58,2,19,0,0,0,8,7,52,4125,0.2863030303030303,0.21333333333333335,0.5003636363636363,2.428121212121212
Matt Reel,,,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,None,-40.209999,37.889999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,-1,-1,-1,-1
Erika Stotts Pearson,erika_stotts,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-37.560001,50.419998,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,4.0
John Boatner Jr.,VoteBoatner,,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,None,-37.560001,49.580002,No,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,,True,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,5,95,0.15789473684210525,0.17894736842105263,0.6631578947368421,3.0105263157894737
Gary Davis,garydav07670901,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,5.2800002,No,,,,,No,,No,,,,No,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
John Wolfe,JohnWolfeTN,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,3.21,No,White,No,No,No,No,No,No,,,,No,,,,,,,,,,True,0,5,28,1,2,0,2,6,5,0,3,1,1,1,0,0,11,142,0.33098591549295775,0.30985915492957744,0.3591549295774648,2.056338028169014
Phil Bredesen,PhilBredesen,,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,91.510002,Yes,White,No,No,Yes,Yes,No,No,,,,Yes,,,,,,,,,,True,1,4,58,0,9,4,21,39,5,0,0,0,0,0,0,4,25,1285,0.20622568093385213,0.15953307392996108,0.6342412451361867,2.8560311284046693
Adrian Ocegueda,TxReason,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.4000001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,66,0.16666666666666666,0.3484848484848485,0.48484848484848486,2.6363636363636362
Andrew White,randrewwhite,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Lost,None,-13.23,27.4,No,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,,True,1,16,22,4,10,1,36,11,7,0,3,1,1,2,3,0,20,610,0.19508196721311474,0.21967213114754097,0.5852459016393443,2.780327868852459
Cedric Davis,Cedric4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,8.2399998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.045454545454545456,0.5909090909090909,0.36363636363636365,2.6363636363636362
Grady Yarbrough,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,5.369999900000002,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,-1,-1,-1
James Clark,,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,2.1500001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,-1,-1,-1
Jeffrey Payne,Jeffrey4Texas,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.75,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,True,0,20,9,0,6,0,29,3,1,0,4,0,0,6,2,0,3,657,0.0502283105022831,0.091324200913242,0.8584474885844748,3.6164383561643834
Joe Mumbach,realjoemumbach,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,1.36,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.23529411764705882,0.17647058823529413,0.5882352941176471,2.7058823529411766
Lupe Valdez,LupeValdez,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Advanced,On the Ballot,-13.23,42.91,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,,,No,,,,,,,,,,,True,0,35,53,4,14,2,33,23,10,0,4,3,3,3,21,7,23,885,0.19661016949152543,0.15028248587570622,0.6531073446327683,2.912994350282486
Thomas Wakely,TexansforTom,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,3.4100001000000004,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brent Beal,beal2018,,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,None,-48.73,38.959999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,True,1,5,3,1,0,0,1,1,2,0,1,1,1,2,0,0,8,136,0.2426470588235294,0.21323529411764705,0.5441176470588235,2.6029411764705883
Shirley McKellar,MckellarShirley,Vote4McKellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-48.73,61.040001,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,,True,0,17,16,0,3,2,21,5,3,1,0,3,3,3,2,1,37,530,0.17547169811320754,0.16792452830188678,0.6566037735849056,2.9622641509433962
Kevin Nelson,NelsonForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,4.1199999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,4,60,0,9,0,21,2,0,0,0,2,2,2,0,4,18,1053,0.38841405508072174,0.2241215574548908,0.38746438746438744,1.9981006647673314
Madeline Eden,edenfortexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,14.27,No,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,,True,0,7,48,1,11,0,3,6,6,0,0,0,0,3,39,7,75,539,0.18923933209647495,0.24489795918367346,0.5658627087198516,2.7532467532467533
Matt Harris,Matt4TX10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,7.320000200000001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,39,0.2564102564102564,0.23076923076923078,0.5128205128205128,2.5128205128205128
Mike Siegel,SiegelForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.43,40.0,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,True,2,23,46,3,30,8,9,27,21,0,1,0,0,1,1,3,28,662,0.2764350453172205,0.20241691842900303,0.5211480362537765,2.489425981873112
Tami Walker,WalkerforTx10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,15.56,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,6,3,0,1,0,1,2,0,0,0,0,0,0,0,0,6,103,0.14563106796116504,0.21359223300970873,0.6407766990291263,2.9902912621359223
Tawana Cadien,Cadien4Congress,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,None,-14.43,17.959999,No,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,15,8,0,0,0,0,0,2,0,0,1,1,1,0,2,0,182,0.35714285714285715,0.12637362637362637,0.5164835164835165,2.318681318681319
Eric Pfalzgraf,EBPfalzgraf ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,None,-61.459999,17.09,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,80,0.1375,0.175,0.6875,3.1
Jennie Lou Leeder,JennieLouLeeder ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-61.459999,82.910004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,15,171,2,40,12,103,46,60,0,5,0,0,0,5,5,45,1132,0.2712014134275618,0.1775618374558304,0.5512367491166078,2.560070671378092
Adrienne Bell,AdrBell,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-22.33,79.83000200000002,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,Yes,Yes,,,,,,True,2,59,80,2,11,1,74,33,8,0,5,0,0,1,0,13,23,1763,0.17073170731707318,0.14350538854225753,0.6857629041406693,3.030062393647192
Levy Barnes Jr.,DrlevyBarnes,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,None,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.125,0.875,3.75
Dori Fenenbock,DoriFenenbock,votedori,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,21.969999,No,White,No,No,No,Yes,No,No,,No,,,,,No,,No,,,,,True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0.06666666666666667,0.16666666666666666,0.7666666666666667,3.4
Enrique Garcia,Enrique85304785,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,5.329999900000002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,True,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,61,0.08196721311475409,0.11475409836065574,0.8032786885245902,3.442622950819672
Jerome Tilghman,jerome_tilghman,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,No,,,,,True,0,19,59,0,38,2,27,4,8,1,1,10,10,11,0,2,70,1552,0.3086340206185567,0.2963917525773196,0.3949742268041237,2.172680412371134
John Carrillo,JohnJCarrillo10,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0.2571428571428571,0.2342857142857143,0.5085714285714286,2.5028571428571427
Norma Chavez,,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,,No,,,,,No,,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,-1,-1,-1,-1
Veronica Escobar,vgescobar,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,35.419998,61.529999,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,Yes,,Yes,,,,,True,3,12,13,1,147,14,5,7,6,0,11,6,6,8,0,2,105,915,0.2644808743169399,0.12786885245901639,0.6076502732240437,2.6863387978142077
