candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Pat Hackett,HackettCongress,,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,None,-23.43,28.200001,No,White,No,Yes,No,No,No,No,,,No,,,,,,,,,,,True,0,4,8,0,3,0,4,2,1,0,0,0,0,1,3,3,4,154,0.08441558441558442,0.12337662337662338,0.7922077922077922,3.4155844155844157
Roland Leech,,,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,None,-23.43,1.2,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,-1,-1,-1,-1
Yatish Joshi,joshiforindiana,,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,None,-23.43,22.1,No,Nonwhite,No,No,No,Yes,Yes,No,,,Yes,,,,,,,,,,,True,1,16,18,3,9,0,0,7,1,0,3,0,0,2,1,3,5,202,0.12871287128712872,0.11386138613861387,0.7574257425742574,3.257425742574257
Courtney Tritch,dne,,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.48,79.099998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.26666666666666666,0.5333333333333333,0.2,1.8666666666666667
John Roberson,,,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Lost,None,None,-35.48,10.2,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,-1,-1,-1
Tommy Schrader,TommySchraderFW,,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Lost,None,None,-35.48,10.7,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0
Darin Patrick Griesey,Darin4Change,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,-34.110001000000004,6.6999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,6,1,1,0,3,5,4,0,3,0,0,0,0,0,1,98,0.12244897959183673,0.12244897959183673,0.7551020408163265,3.2653061224489797
Joe Mackey,joe4hoosiers,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,-34.110001000000004,16.1,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0.16666666666666666,0.5,0.3333333333333333,2.3333333333333335
Roger Day,DayForCongress,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,-34.110001000000004,12.4,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Roland Ellis,,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,-34.110001000000004,9.1999998,No,White,,,,No,,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tobi Beck,BeckForIndiana,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.110001000000004,34.599998,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,6,17,1,2,0,7,25,7,0,9,1,1,1,1,0,4,441,0.19501133786848074,0.1564625850340136,0.6485260770975056,2.9070294784580497
Veronikka Ziol,Ziol_4_IN_4th,,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,-34.110001000000004,21.1,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,True,0,0,17,0,1,0,0,5,5,0,3,0,0,0,0,0,3,90,0.6,0.2777777777777778,0.12222222222222222,1.0444444444444445
Dee Thornton,VoteThornton,,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-15.58,53.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,10,9,0,0,3,4,5,3,0,0,2,2,3,1,0,2,179,0.17318435754189945,0.13966480446927373,0.6871508379888268,3.0279329608938546
Dion Douglas,Dion_IN05,,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,10.3,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,21,0,1,0,4,11,8,4,0,0,0,2,3,0,49,587,0.3986371379897785,0.24701873935264054,0.3543441226575809,1.9114139693356047
Eshel Faraggi,,,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,7.599999900000001,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,-1,-1,-1,-1
Kyle Brenden Moore,,,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,23.700001,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,-1,-1,-1,-1
Sean Dugdale,,,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,None,-15.58,5.5,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,-1,-1,-1,-1
George Thomas Holland,,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,11.1,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,-1,-1,-1,-1
Jeannine Lee Lake,JeannineLeeLake,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-38.529999,38.299999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,9,8,4,2,3,11,11,1,0,2,1,1,1,1,4,13,435,0.1632183908045977,0.1471264367816092,0.6896551724137931,3.052873563218391
Jim Pruett,PruettforIN,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,25.799999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,41,0.12195121951219512,0.12195121951219512,0.7560975609756098,3.268292682926829
Joshua Williamson,,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,7.3000002,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-1,-1,-1,-1
K. Lave,,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,1.9,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-1,-1,-1,-1
Lane Siekman,LaneSiekman,,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,-38.529999,15.6,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,12,23,1,10,7,12,28,24,1,11,4,4,4,2,2,82,889,0.3813273340832396,0.2542182227221597,0.3644544431946007,1.966254218222722
Daniel Canon,dancanon,,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,None,-26.83,30.700001,No,White,No,No,No,No,No,No,,No,,,No,,,Yes,No,,No,,,True,1,27,39,2,30,20,16,26,14,3,0,0,0,0,9,5,95,2553,0.3247160203681943,0.25812769291030163,0.4171562867215041,2.18488053270662
Liz Watson,LizSchoffWatson,,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-26.83,66.400002,Yes,White,No,No,No,No,No,No,,Yes,,,Yes,,,No,Yes,,Yes,,,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rob Chatlos,chatcub71,,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,None,-26.83,2.9000001,No,White,No,No,No,No,No,No,,No,,,No,,,No,No,,No,,,True,0,11,7,4,4,0,0,3,4,0,0,0,0,0,2,0,53,747,0.3908969210174029,0.30120481927710846,0.3078982597054886,1.8340026773761713
Arden Andersen,AndersenKS2018,,KS,Governor of Kansas,Governor,Regular,8/7/18,Lost,None,None,-23.41,7.900000099999999,No,White,Yes,No,No,No,Yes,No,,No,No,,,,,,,,,,,True,0,1,27,0,2,0,20,9,0,0,5,0,0,1,0,0,0,255,0.3254901960784314,0.20784313725490197,0.4666666666666667,2.2823529411764705
Carl Brewer,BrewerForKansas,,KS,Governor of Kansas,Governor,Regular,8/7/18,Lost,None,None,-23.41,20.6,No,Nonwhite,Yes,No,Yes,No,No,No,,No,No,,,,,,,,,,,True,0,22,10,9,4,0,8,8,0,0,0,0,0,1,2,0,11,509,0.13359528487229863,0.15324165029469547,0.7131630648330058,3.1591355599214146
Jack Bergeson,jackbergesongov,votebergeson18,KS,Governor of Kansas,Governor,Regular,8/7/18,Lost,None,None,-23.41,2.5999999,No,White,No,No,No,No,No,No,,No,No,,,,,,,,,,,True,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,2,102,0.13725490196078433,0.1568627450980392,0.7058823529411765,3.1372549019607843
Joshua Svaty,JoshuaSvaty,,KS,Governor of Kansas,Governor,Regular,8/7/18,Lost,None,None,-23.41,17.799999,No,White,No,No,No,No,No,No,,No,Yes,,,,,,,,,,,True,1,3,12,0,1,1,6,3,1,0,3,0,0,0,1,0,2,440,0.12045454545454545,0.1318181818181818,0.7477272727272727,3.2545454545454544
Laura Kelly,LauraKellyKS,,KS,Governor of Kansas,Governor,Regular,8/7/18,Advanced,None,On the Ballot,-23.41,51.400002,Yes,White,No,No,Yes,No,No,No,,Yes,No,,,,,,,,,,,True,1,9,32,3,7,0,46,17,6,1,1,0,0,1,2,0,1,653,0.13169984686064318,0.15313935681470137,0.7151607963246555,3.1669218989280243
Paul Davis,PaulDavisKS,,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-19.73,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,2,54,0,4,0,5,21,27,0,0,1,1,1,0,8,46,510,0.32941176470588235,0.20392156862745098,0.4666666666666667,2.2745098039215685
Brent Welder,BrentWelder,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,33.900002,No,White,No,No,No,No,No,Yes,,No,Yes,,,Yes,Yes,Yes,Yes,No,,,,True,5,47,84,2,11,4,13,28,6,0,4,2,2,2,8,0,127,871,0.1423650975889782,0.1653272101033295,0.6923076923076923,3.0998851894374284
Jay Sidie,Jay4Congress,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,2.9000001,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mike McCamon,mikeforkansas,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,6.900000099999999,No,White,No,No,No,No,Yes,No,,No,No,,,No,No,No,No,No,,,,True,0,7,4,0,7,0,2,5,2,0,5,0,0,0,0,0,7,277,0.10830324909747292,0.1263537906137184,0.7653429602888087,3.3140794223826715
Sharice Davids,sharicedavids,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-4.0100002,37.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,Yes,No,,,No,No,No,No,Yes,,,,True,2,33,34,2,21,0,18,4,0,0,3,0,0,0,23,1,33,965,0.09637305699481866,0.0766839378238342,0.8269430051813471,3.461139896373057
Sylvia Williams,SylviaForKansas,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,4.6999998,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Tom Niermann,TomNiermann,,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,None,-4.0100002,14.3,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,No,Yes,,,,True,1,22,18,1,5,1,9,11,2,0,3,0,0,0,2,0,12,252,0.24206349206349206,0.17857142857142858,0.5793650793650794,2.6746031746031744
James Thompson,JamesThompsonKS,,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-29.309999,65.300003,Yes,White,Yes,No,No,No,No,No,,,Yes,,,Yes,Yes,Yes,,,,,,True,4,37,53,9,10,2,21,35,24,0,12,11,11,12,3,3,76,2514,0.16467780429594273,0.15194908512330946,0.6833731105807478,3.0373906125696104
Laura Lombard,LauraforKansas,,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Lost,None,None,-29.309999,34.700001,No,White,No,No,No,No,No,No,,,Yes,,,No,No,No,,,,,,True,1,4,3,0,5,0,2,3,1,0,1,2,2,2,1,2,4,79,0.0759493670886076,0.1518987341772152,0.7721518987341772,3.392405063291139
Alonzo Pennington,Pennington4KY,,KY,U.S. House Kentucky District 1,Representative,Regular,5/22/18,Lost,None,None,-47.48,25.4,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,True,0,4,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,124,0.0967741935483871,0.14516129032258066,0.7580645161290323,3.3225806451612905
Paul Walker,votepaulwalker,,KY,U.S. House Kentucky District 1,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-47.48,74.599998,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,,True,2,1,8,0,0,1,8,9,2,0,0,1,1,1,0,0,2,79,0.34177215189873417,0.12658227848101267,0.5316455696202531,2.3797468354430378
Brian Pedigo,,,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509998,28.68,No,White,No,No,No,No,No,No,,,,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,-1,-1,-1,-1
Grant Short,Grant4KY,,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509998,19.59,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,True,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,71,0.16901408450704225,0.2112676056338028,0.6197183098591549,2.9014084507042255
Hank Linderman,hank4ky,,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-39.509998,30.02,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,,True,0,0,15,0,5,0,5,12,6,0,5,0,0,0,0,0,2,141,0.3049645390070922,0.2624113475177305,0.4326241134751773,2.25531914893617
Rane Eir Olivia Sessions,RaneSessions,,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,None,-39.509998,21.719999,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,True,0,6,25,0,25,16,5,26,8,3,1,0,0,0,1,1,66,948,0.35864978902953587,0.30168776371308015,0.339662447257384,1.9620253164556962
Christina Lord,Lord4Congress,,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,None,-36.610001,21.709999,No,White,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,13,12,0,3,0,5,2,1,1,0,0,0,0,1,2,4,414,0.33816425120772947,0.2898550724637681,0.3719806763285024,2.0676328502415457
Patti Piatt,PiattPatti,,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,None,-36.610001,37.529999,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,83,51,5,11,33,9,34,12,0,13,12,12,12,15,4,39,2292,0.2325479930191972,0.2054973821989529,0.5619546247818499,2.6588132635253054
Seth Hall,HallCongress,,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-36.610001,40.77,Yes,White,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,3,21,0,3,1,11,20,1,0,5,0,0,1,0,2,11,426,0.15258215962441316,0.14553990610328638,0.7018779342723005,3.0985915492957745
Kenneth Stepp,ppetsnek,,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-62.060001,58.689999,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,0.14285714285714285,0.8571428571428571,3.7142857142857144
Scott Sykes,ScottSykesforKY,,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Lost,None,None,-62.060001,41.310001,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,0,20,0,0,0,14,17,0,0,6,0,0,0,0,1,0,175,0.18285714285714286,0.19428571428571428,0.6228571428571429,2.88
Amy McGrath,AmyMcGrathKY,,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-17.41,48.66,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,,True,1,15,42,3,6,1,18,26,41,0,5,2,2,2,2,9,48,1290,0.28914728682170543,0.16589147286821707,0.5449612403100775,2.511627906976744
Daniel Kemph,,,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,1.23,No,White,No,No,No,No,No,No,,,,,,,,,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,-1,-1,-1,-1
Geoff Young,GeoffYoung4KY,,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,1.5700001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,1,0,0,3,0,0,0,9,0,0,0,0,0,0,26,117,0.5384615384615384,0.19658119658119658,0.26495726495726496,1.452991452991453
Jim Gray,JimGrayCongress,JimGrayLexKY,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,40.509998,No,White,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,True,0,5,10,0,3,0,10,15,3,0,1,0,0,0,1,3,3,605,0.1669421487603306,0.13884297520661157,0.6942148760330579,3.0545454545454547
Reggie Thomas,ReggieThomasKY,,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,7.1999998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,No,,True,0,27,43,0,4,0,14,17,4,0,2,1,1,1,2,2,18,626,0.17412140575079874,0.1501597444089457,0.6757188498402555,3.0031948881789137
Theodore Green,,,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,None,-17.41,0.82999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,-1,-1,-1,-1
Alec Ross,AlecJRoss,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,2.3,No,White,No,No,No,No,Yes,Yes,,No,Yes,,,No,No,No,,,No,,,True,1,30,6,1,3,0,69,35,3,0,13,4,4,5,1,2,19,1057,0.17218543046357615,0.18070009460737937,0.6471144749290445,2.9498580889309367
Ben Jealous,BenJealous,,MD,Governor of Maryland,Governor,Regular,6/26/18,Advanced,None,On the Ballot,23.799999,39.599998,Yes,Nonwhite,No,No,No,No,No,No,,No,Yes,,,Yes,Yes,Yes,,,Yes,,,True,5,49,314,6,32,12,192,96,10,0,24,4,4,5,11,9,132,2432,0.21217105263157895,0.18667763157894737,0.6011513157894737,2.7779605263157894
James Jones,,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,1.5,No,Nonwhite,No,No,No,No,No,No,,No,No,,,No,No,No,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432,-1,-1,-1,-1
Jim Shea (Maryland),SheaforMD,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,8.300000200000001,No,White,No,No,No,Yes,No,No,,No,Yes,,,No,No,No,,,No,,,True,1,15,7,3,5,0,52,23,4,0,7,0,0,0,2,3,23,456,0.24342105263157895,0.17982456140350878,0.5767543859649122,2.6666666666666665
Krishanti Vignarajah,KrishVignarajah,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,8.199999799999999,No,Nonwhite,No,No,No,No,No,Yes,,No,Yes,,,No,No,No,,,No,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ralph Jaffe,,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,1.6,No,White,No,No,No,No,No,No,,No,No,,,No,No,No,,,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Richard Madaleno,RichMadaleno,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,5.8000002,No,White,No,Yes,Yes,No,No,No,,No,Yes,,,No,No,No,,,No,,,True,1,102,20,13,20,20,67,18,11,1,8,2,2,3,28,6,124,1335,0.1895131086142322,0.20749063670411985,0.602996254681648,2.8269662921348315
Rushern Baker III,RushernBaker,,MD,Governor of Maryland,Governor,Regular,6/26/18,Lost,None,None,23.799999,29.4,No,Nonwhite,No,No,Yes,No,No,No,,No,Yes,,,No,No,No,,,No,,,True,1,22,14,0,11,0,43,36,0,0,15,0,0,0,1,2,32,791,0.13780025284450062,0.12895069532237674,0.7332490518331226,3.190897597977244
Allison Galbraith,AllisonforMD,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,28.0,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,True,1,65,155,17,16,14,29,39,23,2,5,41,41,41,10,20,46,2951,0.3364961030159268,0.2677058624195188,0.39579803456455437,2.1186038630972552
Erik Lane,Erik4Congress,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,2.2,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,No,,True,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,24,0.125,0.25,0.625,3.0
Jesse Colvin,Colvin4Congress,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-29.66,38.0,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,True,2,7,49,0,9,0,16,40,22,0,12,1,1,1,1,5,6,747,0.23962516733601072,0.17804551539491298,0.5823293172690763,2.6854082998661313
Michael Brown,SenMDBrown,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,15.0,No,,,,,No,,,,,No,,,,No,,,,,No,,True,0,2,0,0,0,0,1,2,0,0,1,0,0,0,1,2,4,193,0.19170984455958548,0.16580310880829016,0.6424870466321243,2.901554404145078
Michael Pullen,PullenforUs,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,12.9,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,No,,True,2,8,28,0,15,0,7,20,10,2,5,0,0,0,1,4,66,317,0.3312302839116719,0.26813880126182965,0.40063091482649843,2.138801261829653
Steve Worton,,,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,None,-29.66,3.9000001,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,-1,-1,-1,-1
Andrew Duck,,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,4.9000001,No,White,Yes,No,No,No,No,No,,No,Yes,,,,No,No,,,No,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,-1,-1,-1,-1
Aruna Miller,andrewjduck,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,30.700001,No,Nonwhite,No,No,Yes,No,Yes,No,,Yes,Yes,,,,No,No,,,No,,,True,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,19,50,0.48,0.16,0.36,1.76
Chris Graves,ChrisGravesMD06,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,1.6,No,White,No,No,No,No,No,No,,No,No,,,,No,No,,,No,,,True,0,38,25,2,12,0,6,11,5,0,21,1,1,1,9,1,25,396,0.5126262626262627,0.20454545454545456,0.2828282828282828,1.5404040404040404
Christopher Hearsey,Hearsey4md6,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,0.89999998,No,White,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,True,1,16,7,2,8,38,11,13,5,1,11,2,2,2,2,8,281,1271,0.31943351691581434,0.2863886703383163,0.3941778127458694,2.14948859166011
David Trone,davidjtrone,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Advanced,None,On the Ballot,11.89,40.299999,Yes,White,No,No,No,Yes,No,No,,No,Yes,,,,No,No,,,No,,,True,1,19,17,6,13,3,21,9,3,0,1,2,2,3,3,0,70,513,0.3469785575048733,0.15204678362573099,0.5009746588693957,2.3079922027290447
George English,GeorgeZokle,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,1.1,No,White,No,No,No,No,No,No,,No,No,,,,No,No,,,No,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665
Nadia Hashimi,HashimiForUS,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.4,No,Nonwhite,No,No,No,No,Yes,No,,No,Yes,,,,No,No,,,No,,,True,1,26,24,1,11,0,6,2,2,0,2,0,0,2,6,1,25,353,0.28328611898017,0.18413597733711048,0.5325779036827195,2.498583569405099
Roger Manno,RogerManno,,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,None,11.89,10.3,No,White,No,No,Yes,No,No,No,,No,Yes,,,,Yes,Yes,,,Yes,,,True,4,3,20,5,1,0,2,20,5,0,3,0,0,1,0,3,3,146,0.10273972602739725,0.1232876712328767,0.773972602739726,3.3424657534246576
Adam Cote,CoteForMaine,,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,28.129999,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,No,,,True,1,8,4,1,0,0,2,15,1,0,8,1,1,1,0,0,0,131,0.09923664122137404,0.15267175572519084,0.7480916030534351,3.2977099236641223
Betsy Sweet,Sweet4Governor,,ME,Governor of Maine,Governor,Regular,6/12/18,Lost,None,None,3.51,16.459999,No,White,No,Yes,No,No,No,No,,No,Yes,,,,,,,,Yes,,,True,2,8,16,1,1,0,6,3,2,0,2,0,0,0,2,1,2,512,0.09765625,0.0859375,0.81640625,3.4375
