candidate,twitter_handle,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support
361,,11,94,1,1,1,Advanced,None,On the Ballot,40.37,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
495,,11,94,1,1,1,Lost,None,None,10.15,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
151,,11,94,1,1,1,Lost,None,None,18.83,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
645,,11,94,1,1,1,Lost,None,None,10.15,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
471,,12,95,1,1,5,Advanced,None,On the Ballot,26.99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
373,,12,95,1,1,5,Lost,None,None,19.6,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
327,,12,95,1,1,5,Lost,None,None,6.73,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
179,,12,95,1,1,5,Lost,None,None,7.61,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
624,,12,95,1,1,5,Lost,None,None,19.55,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
539,,12,95,1,1,5,Lost,None,None,19.52,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
332,,12,96,1,1,5,Advanced,None,On the Ballot,36.59,1,2,2,2,2,2,1,2,2,2,2,2,2,2,0
299,,12,96,1,1,5,Lost,None,None,2.62,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
419,,12,96,1,1,5,Lost,None,None,4.58,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
675,,12,96,1,1,5,Lost,None,None,29.45,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
199,,12,96,1,1,5,Lost,None,None,14.97,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0
304,,12,96,1,1,5,Lost,None,None,10.53,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
710,,12,96,1,1,5,Lost,None,None,1.26,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
270,,12,97,1,1,5,Advanced,None,On the Ballot,64.48,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
319,,12,97,1,1,5,Lost,None,None,3.04,0,2,2,2,0,2,1,2,2,2,2,2,2,2,2
521,,12,97,1,1,5,Lost,None,None,4.34,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2
673,,12,97,1,1,5,Lost,None,None,4.57,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2
387,,12,97,1,1,5,Lost,None,None,23.56,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2
741,,12,98,1,1,5,Advanced,None,On the Ballot,28.81,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2
289,,12,98,1,1,5,Lost,None,None,13.59,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
356,,12,98,1,1,5,Lost,None,None,15.24,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
723,,12,98,1,1,5,Lost,None,None,11.3,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
288,,12,98,1,1,5,Lost,None,None,11.9,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
205,,12,98,1,1,5,Lost,None,None,19.16,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
520,,12,225,2,1,5,Advanced,None,On the Ballot,41.17,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
455,,12,225,2,1,5,Lost,None,None,28.84,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
715,,12,225,2,1,5,Lost,None,None,29.99,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
109,,13,100,1,1,14,Lost,None,None,23.2,0,1,2,2,2,2,1,1,2,2,2,2,2,2,2
422,,13,100,1,1,14,Lost,None,None,15.9,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2
677,,13,100,1,1,14,Lost,None,None,12.1,0,1,2,2,2,2,0,0,2,2,2,2,2,2,2
733,,13,100,1,1,14,Lost,None,None,2.6,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2
687,,13,100,1,1,14,Advanced,None,On the Ballot,26.2,1,1,2,2,2,2,0,0,2,2,2,2,2,2,2
210,,13,100,1,1,14,Lost,None,None,8.1,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2
195,,13,100,1,1,14,Lost,None,None,11.9,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2
734,,14,101,1,1,4,Advanced,None,On the Ballot,49.06,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
522,,14,101,1,1,4,Lost,None,None,26.9,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
589,,14,101,1,1,4,Lost,None,None,24.05,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
450,,16,102,1,1,7,Advanced,None,On the Ballot,42.01,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
474,,16,102,1,1,7,Lost,None,None,23.6,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
284,,16,102,1,1,7,Lost,None,None,17.07,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
530,,16,102,1,1,7,Lost,None,None,17.32,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
114,,16,103,1,1,7,Advanced,None,On the Ballot,43.59,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2
697,,16,103,1,1,7,Lost,None,None,35.96,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
602,,16,103,1,1,7,Lost,None,None,20.45,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
257,,16,104,1,1,7,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
745,,16,105,1,1,7,Advanced,None,On the Ballot,57.56,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
383,,16,105,1,1,7,Lost,None,None,42.44,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
14,,16,106,1,1,7,Advanced,None,On the Ballot,67.76,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2
447,,16,106,1,1,7,Lost,None,None,17.81,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
74,,16,106,1,1,7,Lost,None,None,5.68,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2
436,,16,106,1,1,7,Lost,None,None,8.75,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2
584,,16,107,1,1,7,Lost,None,None,16.52,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
748,,16,107,1,1,7,Lost,None,None,22.33,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2
594,,16,107,1,1,7,On the Ballot,None,None,31.29,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
510,,16,107,1,1,7,On the Ballot,None,None,29.86,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
380,,16,108,1,1,7,Advanced,None,On the Ballot,44.87,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
89,,16,108,1,1,7,Lost,None,None,31.28,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
736,,16,108,1,1,7,Lost,None,None,23.85,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
721,,16,227,2,1,7,Advanced,None,On the Ballot,29.22,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
60,,16,227,2,1,7,Lost,None,None,5.03,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
88,,16,227,2,1,7,Lost,None,None,3.07,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
121,,16,227,2,1,7,Lost,None,None,24.05,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
363,,16,227,2,1,7,Lost,None,None,8.77,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
547,,16,227,2,1,7,Lost,None,None,1.96,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
234,,16,227,2,1,7,Lost,None,None,2.53,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
125,,16,227,2,1,7,Lost,None,None,17.48,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
57,,16,227,2,1,7,Lost,None,None,2.05,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
259,,16,227,2,1,7,Lost,None,None,4.3,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
7,,16,227,2,1,7,Lost,None,None,1.55,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
661,,17,8,0,1,6,Advanced,None,On the Ballot,52.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
246,,17,8,0,1,6,Lost,None,None,21.23,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
484,,17,8,0,1,6,Lost,None,None,13.82,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
412,,17,8,0,1,6,Lost,None,None,5.26,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
229,,17,226,2,1,6,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
425,,15,109,1,1,18,Lost,None,None,39.2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
724,,15,109,1,1,18,Advanced,None,On the Ballot,60.8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
596,,15,110,1,1,18,Advanced,None,On the Ballot,100.0,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2
366,,15,111,1,1,18,Advanced,None,On the Ballot,63.7,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
453,,15,111,1,1,18,Lost,None,None,36.3,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
390,,15,112,1,1,18,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
571,,15,113,1,1,18,Advanced,None,On the Ballot,100.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
251,,15,228,2,1,18,Advanced,None,On the Ballot,55.3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
370,,15,228,2,1,18,Lost,None,None,26.7,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2
50,,15,228,2,1,18,Lost,None,None,17.9,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2
336,,18,9,0,1,14,Lost,None,None,11.0,0,2,0,2,2,2,1,0,2,2,2,2,2,0,2
82,,18,9,0,1,14,Lost,None,None,25.2,0,2,0,2,2,2,1,0,2,2,2,2,2,0,2
554,,18,9,0,1,14,Lost,None,None,13.1,0,2,0,2,2,2,1,0,2,2,2,2,2,0,2
746,,18,9,0,1,14,Advanced,None,On the Ballot,50.7,1,2,1,2,2,2,1,0,2,2,2,2,2,1,2
416,,18,114,1,1,14,Lost,None,None,11.3,0,2,2,2,2,2,1,0,2,0,2,2,2,2,2
430,,18,114,1,1,14,Lost,None,None,14.0,0,1,2,2,2,2,1,0,2,0,2,2,2,2,2
526,,18,114,1,1,14,Lost,None,None,18.6,0,1,2,2,2,2,1,0,2,0,2,2,2,2,2
616,,18,114,1,1,14,Lost,None,None,25.4,0,1,2,2,2,2,1,0,2,0,2,2,2,2,2
446,,18,114,1,1,14,Advanced,None,On the Ballot,30.7,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2
317,,18,115,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2
460,,18,116,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2
727,,18,117,1,1,14,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2
101,,18,118,1,1,14,Advanced,None,On the Ballot,100.0,1,1,2,2,2,2,1,1,2,0,2,2,2,2,2
367,,18,229,2,1,14,Advanced,None,On the Ballot,54.7,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2
643,,18,229,2,1,14,Lost,None,None,45.3,0,2,0,2,2,2,0,0,2,2,2,2,2,0,2
316,,19,10,0,1,10,Advanced,None,On the Ballot,52.6,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2
709,,19,10,0,1,10,Lost,None,None,43.9,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2
487,,19,10,0,1,10,Lost,None,None,3.5,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2
335,,19,119,1,1,10,Advanced,None,On the Ballot,60.2,1,1,2,2,2,2,2,0,2,2,2,2,2,2,2
103,,19,119,1,1,10,Lost,None,None,32.1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2
15,,19,119,1,1,10,Lost,None,None,2.6,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2
688,,19,119,1,1,10,Lost,None,None,5.1,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2
271,,19,120,1,1,10,Advanced,None,On the Ballot,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
325,,19,121,1,1,10,Advanced,None,On the Ballot,56.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
130,,19,121,1,1,10,Lost,None,None,32.5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
65,,19,121,1,1,10,Lost,None,None,11.0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
175,,19,122,1,1,10,Advanced,None,On the Ballot,72.6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
490,,19,122,1,1,10,Lost,None,None,27.4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
569,,19,123,1,1,10,Advanced,None,On the Ballot,89.7,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2
281,,19,123,1,1,10,Lost,None,None,10.3,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2
337,,19,230,2,1,10,Advanced,None,On the Ballot,69.5,1,2,2,2,2,2,0,0,2,2,2,2,2,2,2
401,,19,230,2,2,10,Advanced,None,On the Ballot,62.0,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2
501,,19,230,2,1,10,Lost,None,None,15.7,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
63,,19,230,2,2,10,Lost,None,None,35.6,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
623,,19,230,2,1,10,Lost,None,None,5.9,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
581,,19,230,2,1,10,Lost,None,None,5.9,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
546,,19,230,2,2,10,Lost,None,None,2.5,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
100,,20,125,1,1,14,Lost,None,None,32.6,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
224,,20,125,1,1,14,Lost,None,None,32.9,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
614,,20,125,1,1,14,Advanced,None,On the Ballot,34.5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
432,,20,126,1,1,14,Lost,None,None,17.6,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
595,,20,126,1,1,14,Lost,None,None,7.3,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2
293,,20,126,1,1,14,Advanced,None,On the Ballot,75.1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
37,,20,231,2,1,14,Lost,None,None,8.3,0,2,0,0,0,2,0,2,0,0,2,2,2,2,2
391,,20,231,2,1,14,Advanced,None,On the Ballot,58.6,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2
722,,20,231,2,1,14,Lost,None,None,9.8,0,2,0,0,0,2,0,2,0,0,2,2,2,2,2
