candidate,twitter_handle,state,district,office_type,race_type,race_primary,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,guns_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,num_endorsements,num_non_endorsements
Ian Conyers,ianconyers,14,94,1,0,10,1,2,0,60.720001,6.3000002,0,0,0,0,1,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,2,,
Ian Conyers,ianconyers,14,94,1,1,10,1,2,0,60.720001,11.2,0,0,0,0,1,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,2,,
Rashida Tlaib,RashidaTlaib,14,94,1,0,10,0,2,1,60.720001,33.200001,1,0,0,0,1,0,0,1,2,2,2,2,2,2,1,1,1,2,2,2,0,,
Rashida Tlaib,RashidaTlaib,14,94,1,1,10,1,2,0,60.720001,35.900002,0,0,0,0,1,0,0,1,2,2,2,2,2,2,1,1,1,2,2,2,0,,
Shanelle Jackson,ElectShanelle,14,94,1,0,10,1,2,0,60.720001,5.3000002,0,0,0,0,1,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,2,,
Rob Davidson,DrRobDavidson,14,95,1,0,10,0,2,1,-18.959999,100.0,1,1,0,0,0,0,1,0,2,2,1,2,2,2,1,1,2,1,2,2,2,,
Cathy Albro,cathyalbro,14,96,1,0,10,0,2,1,-11.41,68.199997,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Fred Wooden,fred_wooden,14,96,1,0,10,1,2,0,-11.41,31.799999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jerry Hilliard,HilliardForCong,14,97,1,0,10,0,2,1,-23.129998999999998,66.400002,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Zigmond Kozicki,zigpsych,14,97,1,0,10,1,2,0,-23.129998999999998,33.599998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
David Benac,David_Benac,14,98,1,0,10,1,2,0,-9.180000300000001,21.700001,0,1,0,0,0,0,0,0,2,2,1,2,2,2,1,1,2,2,2,2,2,,
George Franklin,franklin4mich,14,98,1,0,10,1,2,0,-9.180000300000001,28.1,0,1,0,0,0,0,0,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Matt Longjohn,MattLongjohn,14,98,1,0,10,0,2,1,-9.180000300000001,37.299999,1,1,0,0,0,0,1,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Rich Eichholz,RichEichholz,14,98,1,0,10,1,2,0,-9.180000300000001,13.0,0,1,0,0,0,0,1,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Gretchen Driskell,gdriskell,14,99,1,0,10,0,2,1,-16.059998999999998,85.199997,1,1,0,0,1,0,0,0,1,1,2,2,2,2,0,2,2,2,2,2,2,,
Steven Friday,,14,99,1,0,10,1,2,0,-16.059998999999998,14.8,0,1,1,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,,
Chris Smith,ChrisSmith2018,14,100,1,0,10,1,2,0,-8.3299999,29.1,0,1,0,0,0,0,0,0,2,0,2,0,2,2,2,2,2,2,2,2,2,,
Elissa Slotkin,ElissaSlotkin,14,100,1,0,10,0,2,1,-8.3299999,70.900002,1,1,0,0,0,0,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,,
Andy Levin,Andy_Levin,14,101,1,0,10,0,2,1,7.139999900000001,52.5,1,1,0,0,0,0,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,,
Ellen Lipton,RepLipton,14,101,1,0,10,1,2,0,7.139999900000001,42.400002,0,1,0,0,1,0,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,,
Martin Brook,,14,101,1,0,10,1,2,0,7.139999900000001,5.0999999,0,1,0,0,0,0,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,,
Bill Haas,votehaas,15,105,1,0,10,1,2,0,-14.18,19.5,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,,
Cort VanOstran,cortvo,15,105,1,0,10,0,2,1,-14.18,41.700001,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,0,2,,
John Messmer,JohnMessmer,15,105,1,0,10,1,2,0,-14.18,9.6999998,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,0,2,,
Mark Osmack,mark_osmack,15,105,1,0,10,1,2,0,-14.18,25.200001,0,1,1,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,1,2,,
Robert Hazel,RobertWHazel69,15,105,1,0,10,1,2,0,-14.18,4.0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,,
Katy Geppert,KatyforCongress,15,106,1,0,10,0,2,1,-38.259997999999996,100.0,1,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Hallie Thompson,HallieForMO,15,107,1,0,10,1,2,0,-35.73,48.099998,0,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Renee Hoagenson,ReneeHoagenson,15,107,1,0,10,0,2,1,-35.73,51.900002,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ed Andres,,15,108,1,0,10,1,2,0,-31.610001,27.700001,0,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Henry Martin,hmforcongress,15,108,1,0,10,0,2,1,-31.610001,41.5,1,0,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Winston Apple,WinstonApple,15,108,1,0,10,1,2,0,-31.610001,30.799999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Jamie Schoolcraft,Schoolcraft4Mo,15,109,1,0,10,0,2,1,-46.130001,40.599998,1,1,1,0,1,0,1,0,2,2,1,2,2,2,2,1,2,2,2,2,2,,
John Farmer de la Torre,farmer4ozarks,15,109,1,0,10,1,2,0,-46.130001,21.700001,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,2,2,2,2,,
Kenneth Hatfield,,15,109,1,0,10,1,2,0,-46.130001,22.299999,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,0,2,2,2,2,2,,
Vincent Jennings,vincentjennings,15,109,1,0,10,1,2,0,-46.130001,15.4,0,2,2,2,2,0,2,0,2,2,1,2,2,2,2,0,2,2,2,2,2,,
Kathy Ellis,ellis4missouri,15,110,1,0,10,0,2,1,-51.810001,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Randy Wadkins,Wadkins2018,16,102,1,0,8,0,2,1,-33.509997999999996,100.0,1,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Michael Aycox,aycoxforms,16,103,1,0,8,1,2,0,-26.129998999999998,30.66,0,2,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Michael Evans,RepEvans45,16,103,1,0,8,0,2,1,-26.129998999999998,69.339996,1,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jeramey Anderson,jerameyanderson,16,104,1,0,8,0,2,1,-42.529999,100.0,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
David Baria,dbaria,16,232,2,0,8,0,0,1,-18.780001000000002,30.98,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Howard Sherman,shermanhoward,16,232,2,0,8,0,1,0,-18.780001000000002,31.790001,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jensen Bohren,BohrenJensen,16,232,2,0,8,1,2,0,-18.780001000000002,3.21,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jerone Garland,,16,232,2,0,8,1,2,0,-18.780001000000002,4.8499999,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Omeria Scott,,16,232,2,0,8,1,2,0,-18.780001000000002,24.200001,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Victor Maurice Jr.,,16,232,2,0,8,1,2,0,-18.780001000000002,4.96,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Grant Kier,KierForCongress,17,111,1,0,8,1,2,0,-21.41,24.15,0,2,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,2,2,2,2,,
Jared Pettinato,Jared_Pettinato,17,111,1,0,8,1,2,0,-21.41,2.21,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,2,,
John Heenan,Heenan4Montana,17,111,1,0,8,1,2,0,-21.41,31.709999,0,2,0,0,0,1,0,0,2,2,0,2,2,2,1,1,2,2,2,2,2,,
John Meyer,MeyerforMontana,17,111,1,0,8,1,2,0,-21.41,3.3399998999999996,0,2,0,0,0,0,1,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Kathleen Williams,WilliamsForMT,17,111,1,0,8,0,2,1,-21.41,33.52,1,2,0,0,1,0,0,0,2,2,1,2,2,2,0,0,2,2,2,2,2,,
Lynda Moss,for_moss,17,111,1,0,8,1,2,0,-21.41,5.0599999,0,2,0,0,1,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,2,,
David Wilson Brown,davidwbrown,18,135,1,0,5,0,2,1,-25.51,100.0,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Phillip Price,Price4WNC,18,136,1,0,5,0,2,1,-29.559998999999998,40.59,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Scott Donaldson,ScottDonaldson4Congress,18,136,1,0,5,1,2,0,-29.559998999999998,28.27,0,1,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Steve Woodsmall,SteveWoodsmall,18,136,1,0,5,1,2,0,-29.559998999999998,31.139999,0,1,1,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Adam Coker,AdamFromNC,18,137,1,0,5,1,2,0,-11.28,29.860001,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,,
Kathy Manning,KathyManningNC,18,137,1,0,5,0,2,1,-11.28,70.139999,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,,
Ken Romley,kenromley,18,138,1,0,5,1,2,0,-12.98,32.299999,0,1,0,0,0,1,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Linda Coleman,LindaForNC,18,138,1,0,5,0,2,1,-12.98,56.0,1,0,0,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Wendy May,ElectWendy2018,18,138,1,0,5,1,2,0,-12.98,11.7,0,1,1,1,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Denise Adams,DDAdamsCongress,18,139,1,0,5,0,2,1,-19.280001000000002,54.400002,1,0,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,2,1,2,2,,
Jenny Marshall,Marshall4House,18,139,1,0,5,1,2,0,-19.280001000000002,45.599998,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,0,2,2,,
Gerald Wong,Wong4Congress,18,140,1,0,5,1,2,0,-16.73,22.799999,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,0,2,2,2,,
Ryan Watts,watts4congress,18,140,1,0,5,0,2,1,-16.73,77.199997,1,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,1,2,2,2,,
Grayson Parker,graysonparker,18,141,1,0,5,1,2,0,-18.98,33.0,0,1,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Kyle Horton,drkyle4congress,18,141,1,0,5,0,2,1,-18.98,67.0,1,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Frank McNeill,Frank4NC,18,142,1,0,5,0,2,1,-16.360001,56.099998,1,1,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Marc Tiegel,mtiegel,18,142,1,0,5,1,2,0,-16.360001,20.9,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Scott Huffman,ElectScottNC08,18,142,1,0,5,1,2,0,-16.360001,23.0,0,1,1,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Christian Cano,Cano4CongressNC,18,143,1,0,5,1,2,0,-14.13,17.200001,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,0,2,,
Dan McCready,McCreadyForNC,18,143,1,0,5,0,2,1,-14.13,82.800003,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,2,1,2,,
Mac Schneider,mac4northdakota,19,144,1,0,6,0,2,1,-34.779999,100.0,1,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Bob Krist,bobkristne,20,12,0,0,3,0,2,1,-26.76,59.810001,1,1,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,,
Tyler Davis,TylerDavis4NE,20,12,0,0,3,1,2,0,-26.76,11.39,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,,
Vanessa Ward,ApostleVWard,20,12,0,0,3,1,2,0,-26.76,28.799999,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,,
Vanessa Ward,ForWardGovernor,20,12,0,0,3,1,2,0,-26.76,28.799999,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,,
Dennis Crawford,DennisPCrawford,20,112,1,0,3,1,2,0,-22.66,33.900002,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,0,2,2,,
Jessica McClure,Clure4Congress,20,112,1,0,3,0,2,1,-22.66,66.099998,1,2,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,0,2,2,,
Brad Ashford,RepBradAshford,20,113,1,0,3,1,2,0,-5.98,48.360001000000004,0,2,0,0,1,0,0,0,1,2,1,2,2,2,2,0,0,2,0,2,2,,
Brad Ashford,BradAshford18,20,113,1,0,3,1,2,0,-5.98,48.360001000000004,0,2,0,0,1,0,0,0,1,2,1,2,2,2,2,0,0,2,0,2,2,,
Kara Eastman,karaforcongress,20,113,1,0,3,0,2,1,-5.98,51.639998999999996,1,2,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,2,1,2,2,,
Paul Theobald,Paul_Theobald_,20,114,1,0,3,0,2,1,-54.310001,100.0,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Chris Janicek,,20,233,2,0,3,1,2,0,-26.76,20.219998999999998,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Frank Svoboda,,20,233,2,0,3,1,2,0,-26.76,11.37,0,2,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jane Raybould,JaneRaybould,20,233,2,0,3,0,2,1,-26.76,63.68,1,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Larry Marvin,,20,233,2,0,3,1,2,0,-26.76,4.7399998,0,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Alison Heslin,alisonheslin,21,118,1,0,8,1,2,0,-4.6599998,2.7,0,2,0,0,0,0,1,0,0,0,2,0,2,2,2,2,2,2,2,0,2,,
Alison Heslin,Heslin4Congress,21,118,1,0,8,1,2,0,-4.6599998,2.7,0,2,0,0,0,0,1,0,0,0,2,0,2,2,2,2,2,2,2,0,2,,
Mark Washburne,MarkWashburne,21,118,1,0,8,1,2,0,-4.6599998,3.4000001,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,0,2,,
Mikie Sherrill,MikieSherrill,21,118,1,0,8,0,2,1,-4.6599998,77.5,1,2,1,0,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,1,2,,
Mitchell Cobert,Mitchell_Cobert,21,118,1,0,8,1,2,0,-4.6599998,1.9,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,0,2,,
Tamara Harris,TamaraforNJ,21,118,1,0,8,1,2,0,-4.6599998,14.5,0,0,0,0,0,1,0,0,0,0,2,0,2,2,2,2,2,2,2,0,2,,
Jeff Van Drew,JeffVanDrew,21,119,1,0,8,0,2,1,-3.96,55.400002,1,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,0,2,2,2,,
Jeff Van Drew,VanDrewForNJ,21,119,1,0,8,0,2,1,-3.96,55.400002,1,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,0,2,2,2,,
Nathan Kleinman,NateKleinman451,21,119,1,0,8,1,2,0,-3.96,8.6000004,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,,
Nathan Kleinman,NateForCongress,21,119,1,0,8,1,2,0,-3.96,8.6000004,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,,
Tanzie Youngblood,tanziefornj,21,119,1,0,8,1,2,0,-3.96,19.200001,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,,
Will Cunningham,willfornj2,21,119,1,0,8,1,2,0,-3.96,16.799999,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2,2,2,,
Andrew Kim,AndyKimNJ,21,120,1,0,8,0,2,1,-6.0300002,100.0,1,0,0,0,0,0,0,1,1,2,2,1,2,2,2,2,1,2,1,2,2,,
Jim Keady,JWKeady,21,121,1,0,8,1,2,0,-16.01,42.799999,0,1,0,0,1,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,,
Josh Welle,JoshuaWelle,21,121,1,0,8,0,2,1,-16.01,57.200001,1,2,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,0,2,2,,
Goutam Jois,goutamjois,21,122,1,0,8,1,2,0,-3.26,14.1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,2,2,2,2,,
Peter Jacob,PeterJacobNJ,21,122,1,0,8,1,2,0,-3.26,19.1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,1,2,2,2,2,2,,
Tom Malinowski,Malinowski,21,122,1,0,8,0,2,1,-3.26,66.800003,1,2,0,0,0,0,0,1,1,2,2,1,2,2,0,0,2,2,2,2,2,,
Jeff Apodaca,apo4nm,22,14,0,0,8,1,2,0,6.1599998,22.16,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,,
Joseph Cervantes,SenJoeCervantes,22,14,0,0,8,1,2,0,6.1599998,11.47,0,0,0,0,1,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,,
Michelle Lujan Grisham,Michelle4NM,22,14,0,0,8,0,2,1,6.1599998,66.379997,1,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,,
Michelle Lujan Grisham,GovMLG,22,14,0,0,8,0,2,1,6.1599998,66.379997,1,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,,
Antoinette Sedillo Lopez,ASL4Justice4all,22,123,1,0,8,1,2,0,13.77,20.610001,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,2,2,1,0,0,,
Damian Lara,Lara_BetterNM,22,123,1,0,8,1,2,0,13.77,3.29,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,2,0,0,0,,
Damon Martinez,DamonForNM,22,123,1,0,8,1,2,0,13.77,25.809998999999998,0,0,1,0,0,0,0,0,2,0,0,2,0,2,0,0,2,2,0,1,1,,
Debra Haaland,Deb4CongressNM,22,123,1,0,8,0,2,1,13.77,40.59,1,0,0,0,0,0,0,1,2,1,0,2,1,2,0,0,2,2,0,0,0,,
Patrick Davis,PatDavisNM,22,123,1,0,8,1,2,0,13.77,3.8,0,1,0,1,1,0,0,0,2,0,1,2,0,2,0,0,2,2,0,0,0,,
Paul Moya,PaulMoya,22,123,1,0,8,1,2,0,13.77,5.8899999,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,2,0,0,0,,
Madeline Hildebrandt,Mad_Hildebrandt,22,124,1,0,8,1,2,0,-11.88,27.379998999999998,0,2,1,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,,
Xochitl Torres Small,XochforCongress,22,124,1,0,8,0,2,1,-11.88,72.620003,1,0,0,0,0,0,0,0,1,1,2,2,2,2,0,2,2,2,2,2,2,,
Asheesh Dewan,,23,13,0,0,6,1,2,0,0.94999999,1.01,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,,
Chris Giunchigliani,Giunchigliani,23,13,0,0,6,1,2,0,0.94999999,38.860001000000004,0,2,0,0,1,0,0,0,2,1,1,2,2,2,2,2,2,2,1,2,2,,
David Jones,,23,13,0,0,6,1,2,0,0.94999999,1.73,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,,
Henry Thorns,HenryThornsLV,23,13,0,0,6,1,2,0,0.94999999,1.9,0,0,0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,0,2,2,,
Henry Thorns,henrythorns4gov,23,13,0,0,6,1,2,0,0.94999999,1.9,0,0,0,0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,0,2,2,,
John Bonaventura,,23,13,0,0,6,1,2,0,0.94999999,2.99,0,2,0,0,1,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,,
Steve Sisolak,SteveSisolak,23,13,0,0,6,0,2,1,0.94999999,50.029999,1,2,0,0,1,0,0,0,2,0,1,2,2,2,2,2,2,2,0,2,2,,
Clint Koble,Clint4Congress,23,115,1,0,6,0,2,1,-13.78,26.129998999999998,1,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Jack Schofield Jr.,,23,115,1,0,6,1,2,0,-13.78,7.5,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Jesse Hurley,,23,115,1,0,6,1,2,0,-13.78,8.04,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Patrick Fogarty,PatFogartyNV,23,115,1,0,6,1,2,0,-13.78,23.83,0,2,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Rick Shepherd,RepRickShepherd,23,115,1,0,6,1,2,0,-13.78,21.280001000000002,0,2,0,0,0,0,1,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Vance Alm,AlmForCongress,23,115,1,0,6,1,2,0,-13.78,13.22,0,2,1,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Eric Stoltz,stoltz1420,23,116,1,0,6,1,2,0,-3.0799999,7.2399998,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Guy Pinjuv,GuyforNevada,23,116,1,0,6,1,2,0,-3.0799999,3.5,0,2,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Jack Love,bubbagrinch,23,116,1,0,6,1,2,0,-3.0799999,5.8000002,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Jack Love,LoveforNevada,23,116,1,0,6,1,2,0,-3.0799999,5.8000002,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Michael Weiss,weissfornevada,23,116,1,0,6,1,2,0,-3.0799999,8.1800003,0,2,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Richard Hart,,23,116,1,0,6,1,2,0,-3.0799999,4.8499999,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Steve Schiffman,VoteSchiffman,23,116,1,0,6,1,2,0,-3.0799999,3.51,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,
Susie Lee,SusieLeeNV,23,116,1,0,6,0,2,1,-3.0799999,66.910004,1,2,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,,
Allison Stephens,Allison4Nevada,23,117,1,0,6,1,2,0,3.8199998999999996,6.02,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,2,0,2,0,2,,
Amy Vilela,Justice4Shalyne,23,117,1,0,6,1,2,0,3.8199998999999996,9.1999998,0,2,0,0,0,0,0,0,0,2,1,0,2,2,1,1,2,1,2,0,2,,
Amy Vilela,amy4thepeople,23,117,1,0,6,1,2,0,3.8199998999999996,9.1999998,0,2,0,0,0,0,0,0,0,2,1,0,2,2,1,1,2,1,2,0,2,,
John Anzalone,Nevada4Anzalone,23,117,1,0,6,1,2,0,3.8199998999999996,5.8000002,0,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0,2,2,2,2,2,,
Patricia Spearman,Senatorspearman,23,117,1,0,6,1,2,0,3.8199998999999996,15.24,0,0,1,1,1,0,0,0,0,2,1,0,2,2,0,0,2,0,2,1,2,,
Sid Zeller,Zeller4Congress,23,117,1,0,6,1,2,0,3.8199998999999996,2.0,0,2,1,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,2,0,2,,
Steven Horsford,RepHorsford,23,117,1,0,6,0,2,1,3.8199998999999996,61.740002000000004,1,0,0,0,1,0,0,0,1,2,1,1,2,2,0,0,2,2,2,2,2,,
Steven Horsford,StevenHorsford,23,117,1,0,6,0,2,1,3.8199998999999996,61.740002000000004,1,0,0,0,1,0,0,0,1,2,1,1,2,2,0,0,2,2,2,2,2,,
Allen Rheinhart,AllenRheinhart,23,234,2,0,6,1,2,0,0.94999999,3.3299999,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,,
Bobby Mahendra,Bobby_Mahendra,23,234,2,0,6,1,2,0,0.94999999,2.6700001,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,,
Daniel Burleigh,BurleighDaniel,23,234,2,0,6,1,2,0,0.94999999,2.26,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,,
David Drew Knight,ddrewknight,23,234,2,0,6,1,2,0,0.94999999,4.4299998,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,,
Jacky Rosen,SenJackyRosen,23,234,2,0,6,0,2,1,0.94999999,77.110001,1,2,0,0,1,0,1,0,1,1,2,1,2,2,0,2,2,2,2,2,2,,
Jacky Rosen,RosenforNevada,23,234,2,0,6,0,2,1,0.94999999,77.110001,1,2,0,0,1,0,1,0,1,1,2,1,2,2,0,2,2,2,2,2,2,,
Jesse Sbaih,JesseSbaih,23,234,2,0,6,1,2,0,0.94999999,3.1700001,0,0,0,0,0,1,0,0,0,0,2,0,2,2,1,2,2,2,2,2,2,,
David Pechefsky,DPforcongress,24,125,1,0,7,1,2,0,-11.63,11.9,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Elaine DiMasi,ElaineDiMasi,24,125,1,0,7,1,2,0,-11.63,5.920000099999999,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Kate Browning,KateBrowningNY,24,125,1,0,7,1,2,0,-11.63,30.32,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Perry Gershon,perrygershon,24,125,1,0,7,0,2,1,-11.63,35.450001,1,2,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
