candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment,gun_control_sentiment,health_care_sentiment,abortion_sentiment,immigration_sentiment,kavanaugh_sentiment,education_sentiment,jobs_sentiment,tax_sentiment,fake_news_sentiment,environment_sentiment,sexual_assault_sentiment,gender_sentiment,women_sentiment,lgbt_sentiment,freedom_sentiment,trump_sentiment
Mallory Hagan,ItsMalloryHagan,,AL,U.S. House Alabama District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-33.66,65.739998,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,18,5,6,1,8,13,4,1,2,1,6,6,6,2,0,18,2008,418,737,853,0.20816733067729085,0.2777777777777778,0.4,0.16666666666666666,1.0,0.5,0.07692307692307693,0.25,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.16666666666666666
Lee Auman,LeeAuman2018,,AL,U.S. House Alabama District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-62.48,54.130001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,3,1,0,4,2,0,4,0,0,0,0,0,0,0,0,5,255,42,70,143,0.16470588235294115,0.3333333333333333,1.0,,0.25,0.0,,0.0,,,,,,,,,0.6
Rick Neighbors,VoteRick2018 ,,AL,U.S. House Alabama District 4,Representative,Regular,6/5/18,Lost,None,None,-62.48,45.869999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,,True,0,4,5,0,1,0,6,4,0,0,0,0,0,0,0,0,0,88,4,19,65,0.045454545454545456,0.25,0.0,,0.0,,0.16666666666666666,0.0,,,,,,,,,
Jared Henderson,JaredforGov,,AR,Governor of Arkansas,Governor,Regular,5/22/18,Advanced,None,On the Ballot,-28.639999,63.299999,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,6,0,0,0,18,2,5,0,1,0,0,0,0,2,0,304,20,33,251,0.06578947368421052,0.08333333333333333,0.05,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leticia Sanders,LeticiaeSanders,,AR,Governor of Arkansas,Governor,Regular,5/22/18,Lost,None,None,-28.639999,36.700001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.5,,,,,,,,,,1.0,,,,,,
Clarke Tucker,clarketucker,,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,-13.51,57.82,Yes,White,No,No,Yes,No,No,No,Yes,,Yes,,,,,,,,,,,True,2,5,35,0,6,2,19,18,3,0,4,1,1,1,0,5,3,615,63,168,384,0.1024390243902439,0.11904761904761904,0.14814814814814814,0.125,0.125,0.0,0.12903225806451613,0.11764705882352941,0.14285714285714285,,0.07692307692307693,0.0,0.0,0.0,0.23529411764705882,0.0,0.1388888888888889
Gwen Combs,GwenCombs,,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,20.299999,No,White,Yes,No,No,No,No,No,No,,Yes,,,,,,,,,,,True,1,40,42,7,7,28,30,14,2,0,8,4,4,5,2,4,17,621,110,244,267,0.17713365539452494,0.35714285714285715,0.09523809523809523,,0.3333333333333333,0.6666666666666666,0.21052631578947367,0.15,0.1,,0.1,0.5,0.5,0.5,0.125,0.0,0.0
Jonathan Dunkley,votedunkleyar,,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,9.3400002,No,Nonwhite,No,No,No,No,No,No,No,,No,,,,,,,,,,,True,0,3,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,59,5,14,40,0.0847457627118644,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,,,,0.0,0.0,0.0,,,
Paul Spencer,cantbuypaul,,AR,U.S. House Arkansas District 2,Representative,Regular,5/22/18,Lost,None,None,-13.51,12.55,No,White,No,No,No,No,No,No,No,,No,,,,,,,,,,,True,0,15,30,0,0,0,7,13,1,0,2,0,0,0,1,0,4,388,121,142,125,0.3118556701030928,0.45454545454545453,0.35135135135135137,1.0,0.75,0.0,0.42857142857142855,0.0,0.3,,0.0,0.0,0.0,0.0,,0.0,0.25
Brianna Westbrook,BWestbrookAZ8,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,-24.559999,39.720001,No,White,No,Yes,No,No,No,No,,,,,,,Yes,Yes,,,,,,True,2,68,63,18,22,14,48,42,21,0,23,4,4,4,43,4,53,1276,354,481,441,0.2774294670846395,0.1935483870967742,0.2857142857142857,0.5,0.3,0.25,0.2978723404255319,0.2564102564102564,0.0,0.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.5,0.6666666666666666,0.24210526315789474
Hiral Tipirneni,hiral4congress,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Advanced,None,On the Ballot,-24.559999,60.220001,Yes,Nonwhite,No,No,No,No,Yes,No,,,,,,,No,No,,,,,,True,0,17,73,3,13,11,26,14,16,0,1,3,3,3,0,2,11,719,137,159,423,0.1905424200278164,0.3333333333333333,0.2926829268292683,0.0,0.18518518518518517,,0.15384615384615385,0.3076923076923077,0.4,0.0,0.0,0.125,0.125,0.1111111111111111,0.0,0.0,0.1794871794871795
Akinyemi Agbede,NextCalSenator,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.22,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Albert Caesar Mezzetti,,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.28,No,White,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Amanda Renteria,AmandaRenteria,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,2.1500001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,12,23,0,20,0,25,19,3,2,8,34,34,36,2,3,50,1512,243,553,716,0.16071428571428573,0.18181818181818182,0.1875,0.15,0.21739130434782608,0.0,0.18461538461538463,0.22727272727272727,0.0,0.0,0.11764705882352941,0.11538461538461539,0.11538461538461539,0.13793103448275862,0.05263157894736842,0.2631578947368421,0.15384615384615385
Antonio Villaraigosa,antonio4ca,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,21.290001,No,Nonwhite,No,No,Yes,No,No,No,,,No,,,,No,,,,,,,True,0,23,41,5,54,4,53,38,5,2,9,1,1,1,3,4,102,856,226,299,331,0.26401869158878505,0.0,0.03125,0.13333333333333333,0.38461538461538464,,0.25925925925925924,0.17391304347826086,0.3333333333333333,,0.27710843373493976,0.1,0.1,0.1,0.0,0.0,0.14516129032258066
Delaine Eastin,DelaineEastin,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,5.4000001,No,White,No,No,Yes,No,No,No,,,Yes,,,,Yes,,,,,,,True,2,8,17,1,7,0,16,4,2,0,5,11,11,12,1,0,7,434,64,118,252,0.14746543778801846,,,0.3333333333333333,,,,0.14285714285714285,,,0.15,,,,,,1.0
Gavin Newsom,GavinNewsom,,CA,Governor of California,Governor,Regular,6/5/18,Advanced,None,On the Ballot,25.83,53.869999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,,,True,1,72,40,6,32,4,12,12,11,2,16,0,0,2,13,9,109,725,245,257,223,0.33793103448275863,0.5,,0.5833333333333334,0.3333333333333333,,0.4,0.5,,,0.2857142857142857,,,,0.0,0.0,0.5714285714285714
John Chiang,JohnChiangCA,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,15.08,No,Nonwhite,No,No,Yes,No,Yes,No,,,Yes,,,,No,,,,,,,True,1,67,69,27,72,0,78,53,7,0,29,33,33,34,7,12,184,1114,227,485,402,0.20377019748653505,,,0.0,0.0,,0.0,0.3076923076923077,0.0,,0.22727272727272727,,,,,,0.25
Juan Bribiesca,jmbribiesca,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.40000001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,17,4,0.19230769230769232,,,,0.0,,,0.0,0.0,,0.2857142857142857,,,,,,
Klement Tinaj,TinajKlement,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.12,No,Nonwhite,No,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,20,3,9,8,0.15,,,,1.0,,,,,,0.0,,,,,,0.0
Michael Shellenberger,ShellenbergerMD,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.73000002,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,15,3,20,49,0,20,61,32,1,1026,2,2,2,2,3,74,5578,2550,2342,686,0.457153101470061,0.42424242424242425,0.48936170212765956,0.5,0.4915254237288136,0.0,0.55,0.47692307692307695,0.41025641025641024,0.0,0.46714285714285714,0.34782608695652173,0.34782608695652173,0.34782608695652173,1.0,0.375,0.4409448818897638
Robert Davidson Griffis,griff4gov,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.25999999,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,1,4,16,0.047619047619047616,,,,,,,,,,,,,,,,0.0
Thomas Jefferson Cares,,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,25.83,0.20999999,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Audrey Denney,audrey4congress,,CA,U.S. House California District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-21.379999,43.650002,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,No,,,,True,2,13,9,0,9,1,3,3,2,0,4,3,3,3,0,0,1,411,66,79,266,0.1605839416058394,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.3076923076923077,,,,,0.5,0.25
David Peterson,HoldCongresAcct,,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,7.3000002,No,White,No,No,No,No,No,No,,,,,,,No,No,,No,,,,True,0,16,35,3,7,0,4,27,10,0,64,18,18,18,3,6,232,2533,610,1233,690,0.2408211606790367,0.24,0.25510204081632654,0.4,0.20408163265306123,0.4,0.35294117647058826,0.16417910447761194,0.33962264150943394,,0.2826086956521739,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.0,0.25,0.20093457943925233
Jessica Holcombe,jjonesholcombe,,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,28.540001,No,White,No,No,No,No,No,No,,,,,,,No,No,,No,,,,True,0,8,28,0,6,0,3,15,7,1,13,0,0,0,0,1,19,424,91,105,228,0.214622641509434,0.0,0.25,,0.3333333333333333,0.2857142857142857,0.0,0.16666666666666666,0.25,0.5,0.0,,,,,1.0,0.25
Marty Walters,MartyWaltersEnv,,CA,U.S. House California District 1,Representative,Regular,6/5/18,Lost,None,None,-21.379999,20.51,No,White,No,No,No,No,No,No,,,,,,,No,No,,Yes,,,,True,1,5,24,0,0,0,7,7,3,0,36,1,1,1,1,0,12,704,182,244,278,0.2585227272727273,0.35294117647058826,0.5,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.20652173913043478
Dotty Nygard,DottyForTracy,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,1.89,No,White,No,No,No,No,Yes,No,No,No,No,,,,Yes,Yes,,No,,,,True,2,10,38,0,11,0,6,7,7,0,5,5,5,5,3,4,19,315,73,112,130,0.23174603174603176,,0.3333333333333333,,0.0,,0.0,0.3333333333333333,0.0,,0.0,,,,,,0.2222222222222222
Josh Harder,joshua_harder,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Advanced,None,On the Ballot,0.62,35.57,Yes,White,No,No,No,No,Yes,No,Yes,No,Yes,,,,No,No,,No,,,,True,2,7,71,0,63,1,7,36,13,0,1,1,1,1,0,0,28,610,138,211,261,0.2262295081967213,,0.08333333333333333,0.5,0.25,,,,0.3076923076923077,1.0,0.2857142857142857,0.0,0.0,0.25,,,0.3728813559322034
Michael Eggman,eggman4congress,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,21.34,No,White,No,No,No,No,No,No,No,No,No,,,,No,No,,No,,,,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,3,0.42857142857142855,,,,,,1.0,,1.0,,,,,,,,0.5
Mike Barkley,mjbarkl,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,4.98,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,No,No,,No,,,,True,0,9,5,4,5,3,4,2,0,0,0,0,0,2,1,0,34,147,7,120,20,0.047619047619047616,,0.3333333333333333,,0.0,,0.0,,0.0,,0.0,,,,,,0.0
Sue Zwahlen,,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,17.049999,No,White,No,No,Yes,No,Yes,No,No,No,No,,,,No,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Virginia Madueno,VMforCA10,,CA,U.S. House California District 10,Representative,Regular,6/5/18,Lost,None,None,0.62,19.17,No,Nonwhite,No,No,Yes,No,No,No,No,Yes,Yes,,,,No,No,,Yes,,,,True,3,38,39,1,11,0,7,7,22,0,0,1,1,1,1,2,100,415,117,166,132,0.2819277108433735,0.25,0.25,,0.0,0.0,0.0,0.25,0.5,,,0.0,0.0,0.0,,0.5,0.35294117647058826
Andrew Janz,JanzAndrew,,CA,U.S. House California District 22,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-13.41,78.83000200000002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,18,36,3,20,8,9,23,34,7,14,4,4,6,2,3,274,2354,475,781,1098,0.2017841971112999,0.14754098360655737,0.05,0.0,0.25,0.14893617021276595,0.2,0.2,0.4,,0.1625,0.1,0.1,0.09090909090909091,0.18181818181818182,0.5,0.16129032258064516
Bobby Bliatout,BobbyBliatout,,CA,U.S. House California District 22,Representative,Regular,6/5/18,Lost,None,None,-13.41,12.26,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,8,0,5,0,4,1,0,0,0,0,0,1,0,1,3,71,5,15,51,0.07042253521126761,,0.0,,,,0.0,1.0,,,0.0,,,,,,0.0
Ricardo Franco,ricojfranco,,CA,U.S. House California District 22,Representative,Regular,6/5/18,Lost,None,None,-13.41,8.909999800000003,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kurtis Wilson,Kurt4Congress,,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,4.8400002,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mary Helen Barro,BarroFor23,,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,18.200001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,13,0.05882352941176471,,,,,,,,,,,,,,,,0.0
Tatiana Matta,matta4congress,,CA,U.S. House California District 23,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-25.379999,42.720001,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wendy Reed,WendyReedTweet,,CA,U.S. House California District 23,Representative,Regular,6/5/18,Lost,None,None,-25.379999,34.25,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,8,1,13,12,2,3,2,1,6,2,2,2,0,1,76,757,263,343,151,0.3474240422721268,0.125,0.6666666666666666,0.0,0.3333333333333333,0.5,0.4,0.4,,,0.25925925925925924,0.5,0.5,0.5,0.5,,0.3333333333333333
Bryan Caforio,BryanCaforio,,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,38.259998,No,White,No,No,No,No,No,No,No,No,Yes,,,,No,Yes,,,,,,True,2,31,15,1,3,1,0,5,8,0,3,1,1,2,1,0,22,323,42,85,196,0.13003095975232198,,0.0,0.2857142857142857,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.15384615384615385
Jess Phoenix,jessphoenix2018,,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,13.24,No,White,No,No,No,No,Yes,No,No,No,Yes,,,,Yes,No,,,,,,True,2,352,150,37,72,49,109,76,49,1,254,22,22,24,64,30,446,9638,2539,3446,3653,0.2634363975928616,0.30405405405405406,0.2734584450402145,0.26666666666666666,0.2620320855614973,0.3333333333333333,0.3229166666666667,0.26666666666666666,0.29245283018867924,0.5,0.24786324786324787,0.5789473684210527,0.5789473684210527,0.5,0.2222222222222222,0.23684210526315788,0.26098191214470284
Katie Hill,RepKatieHill,,CA,U.S. House California District 25,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.02,42.970001,Yes,White,No,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,,,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mary Pallant,,,CA,U.S. House California District 25,Representative,Regular,6/5/18,Lost,None,None,2.02,5.54,No,White,No,No,No,No,No,No,No,No,,,,,No,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Andy Thorburn,AndyThorburnCA,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,20.440001,No,White,No,No,No,Yes,No,No,No,No,Yes,,,,Yes,,,No,,No,,True,2,32,56,4,16,0,6,41,11,1,12,3,3,5,5,4,169,563,144,228,191,0.2557726465364121,0.125,0.35,1.0,0.14285714285714285,,0.23076923076923078,0.29411764705882354,0.42857142857142855,,0.075,,,,0.25,0.3333333333333333,0.3684210526315789
Gil Cisneros,GilCisnerosCA,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,2.99,43.23,Yes,Nonwhite,Yes,No,No,Yes,No,No,Yes,No,Yes,,,,No,,,No,,Yes,,True,3,80,112,15,69,9,69,48,29,0,26,1,1,4,27,4,148,1171,282,286,603,0.2408198121263877,0.21428571428571427,0.16981132075471697,0.25,0.35,0.5714285714285714,0.09523809523809523,0.06666666666666667,0.2857142857142857,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2988505747126437
Herbert Lee,drherbertlee,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,9.4200001,No,Nonwhite,No,No,No,Yes,Yes,No,No,No,No,,,,No,,,No,,No,,True,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,1,0.8,,,,,,,,,,,,,,,,
Mai Khanh Tran,DocTran2018,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.69,No,Nonwhite,No,No,No,Yes,Yes,No,No,Yes,Yes,,,,No,,,No,,No,,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sam Jammal,samjammal,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,11.98,No,Nonwhite,No,No,No,No,No,Yes,No,No,Yes,,,,No,,,Yes,,No,,True,2,28,42,2,38,3,12,32,15,0,48,3,3,5,6,1,133,949,273,321,355,0.2876712328767123,0.25,0.5,0.6666666666666666,0.42105263157894735,0.0,0.25,0.125,0.25,,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.42857142857142855,1.0,0.358974358974359
Suzi Park Leggett,,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.99,3.24,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,No,,,No,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Jessica Morse,Morse4America,,CA,U.S. House California District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-18.16,49.099998,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,No,,Yes,,,,True,2,27,46,0,7,3,17,35,12,0,35,2,2,2,5,5,10,1006,187,257,562,0.18588469184890646,0.17687074829931973,0.2,0.2,0.2,,0.13636363636363635,0.2222222222222222,0.5,0.0,0.25,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,0.17647058823529413
Regina Bateson,regina_bateson,,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,30.07,No,White,No,No,No,No,No,No,,,Yes,,,,No,No,,No,,,,True,1,8,39,3,12,0,18,22,4,0,31,1,1,1,3,4,39,734,89,202,443,0.1212534059945504,0.125,0.15384615384615385,0.0,0.09090909090909091,,0.17073170731707318,0.0,0.3333333333333333,,0.25,0.2,0.2,0.16666666666666666,0.125,0.2222222222222222,0.037037037037037035
Robert Lawton,,,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,5.25,No,White,No,No,No,No,No,No,,,No,,,,No,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Roza Calderon,rozacalderon,,CA,U.S. House California District 4,Representative,Regular,6/5/18,Lost,None,None,-18.16,15.57,No,Nonwhite,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,No,,,,True,3,11,24,2,33,7,12,13,3,1,3,3,3,3,3,3,63,682,149,255,278,0.21847507331378305,0.5,0.23076923076923078,,0.15789473684210525,0.2,0.2727272727272727,0.2222222222222222,0.125,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.16494845360824742
Julia Peacock,peacock4ca42,,CA,U.S. House California District 42,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-15.31,76.019997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,True,2,186,61,10,40,3,91,52,16,2,19,13,13,17,24,18,104,2922,670,1170,1082,0.2292950034223135,0.26737967914438504,0.1836734693877551,0.25,0.1864406779661017,0.21739130434782608,0.16666666666666666,0.0975609756097561,0.20270270270270271,0.5,0.2465753424657534,0.23076923076923078,0.23076923076923078,0.2647058823529412,0.15,0.35714285714285715,0.25565217391304346
Norman Quintero,Normanquintero,,CA,U.S. House California District 42,Representative,Regular,6/5/18,Lost,None,None,-15.31,23.98,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,No,,,,True,0,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,7,182,17,88,77,0.0934065934065934,0.041666666666666664,0.06666666666666667,0.0,0.0,,0.0,0.5,0.5,,0.0,,,,,,0.1111111111111111
Brian Forde,BrianForde,,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,13.06,No,White,No,No,No,No,Yes,Yes,No,No,Yes,,No,,No,,No,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dave Min,DaveMinCA,,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,38.740002,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,No,,No,,,,,True,1,64,39,4,22,25,23,16,86,3,24,5,5,11,5,6,282,1186,497,343,346,0.4190556492411467,0.45,0.4246575342465753,1.0,0.6,0.4,0.4,0.4074074074074074,0.5238095238095238,,0.32727272727272727,0.0,0.0,0.5,0.2222222222222222,0.3333333333333333,0.4482758620689655
Katie Porter,katieporteroc,,CA,U.S. House California District 45,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-1.4299999,44.040001,Yes,White,No,No,No,No,No,No,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,True,6,92,136,7,24,19,13,25,59,1,32,5,5,20,11,8,268,1373,395,444,534,0.2876911871813547,0.27049180327868855,0.29411764705882354,0.0,0.2222222222222222,,0.4117647058823529,0.25,0.45454545454545453,0.0,0.275,,,0.0,0.16666666666666666,0.0,0.3435114503816794
Kia Hamadanchy,KiaHamadanchy,,CA,U.S. House California District 45,Representative,Regular,6/5/18,Lost,None,None,-1.4299999,4.1500001000000015,No,Nonwhite,No,No,No,No,No,No,No,No,Yes,,No,,Yes,,No,,,,,True,2,24,18,1,17,4,7,3,11,0,12,4,4,5,0,1,92,517,160,203,154,0.3094777562862669,0.3076923076923077,0.13043478260869565,0.6,1.0,,0.0,0.25,0.0,,0.29411764705882354,,,1.0,,0.0,0.43478260869565216
Deanie Schaarsmith,,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,1.79,No,White,No,No,No,No,No,No,No,No,No,,,,,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Hans Keirstead,drhanskeirstead,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Lost,None,None,-4.1799998,37.439999,No,White,No,No,No,Yes,Yes,No,No,No,Yes,,,,,No,,No,,,,True,1,132,40,4,11,0,8,7,14,0,27,1,1,2,8,1,133,821,256,327,238,0.3118148599269184,0.3541666666666667,0.3333333333333333,0.0,0.5,,0.42857142857142855,0.16666666666666666,0.24,,0.28125,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3469387755102041
Harley Rouda,HarleyRouda,,CA,U.S. House California District 48,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-4.1799998,37.599998,Yes,White,No,No,No,Yes,No,No,Yes,No,Yes,,,,,No,,Yes,,,,True,3,174,172,8,25,5,63,71,37,2,109,0,0,6,13,12,255,2952,558,999,1395,0.18902439024390244,0.2198581560283688,0.2037037037037037,0.0,0.2857142857142857,0.1111111111111111,0.2608695652173913,0.21818181818181817,0.375,0.3,0.13008130081300814,0.375,0.375,0.2857142857142857,0.23076923076923078,0.15384615384615385,0.1765834932821497
